Date,Open,High,Low,Close,Volume,Symbol,Moving_Average,Daily_Pct_Change,Daily_Vol_Change,Rolling_Mean,Rolling_Std
2018-10-22,1.012310028076172,1.024799942970276,1.003290057182312,1.0092999935150146,1211160,USDC,,-0.35541527825524444,1.3781996402736434,,
2018-10-23,1.0092300176620483,1.0179599523544312,1.0074700117111206,1.0105899572372437,1503840,USDC,,0.12780776087559786,0.24165263053601516,,
2018-10-24,1.0093799829483032,1.0120899677276611,1.0023800134658811,1.0100200176239014,923940,USDC,,-0.05639672245510985,-0.3856128311522502,,
2018-10-25,1.0104600191116333,1.0136899948120115,1.0018999576568604,1.0079699754714966,1365520,USDC,,-0.2029704477766292,0.47793146741130377,,
2018-10-26,1.0061099529266355,1.0155199766159058,1.0035200119018557,1.0116300582885742,950623,USDC,,0.36311426988344664,-0.30383809830687214,,
2018-10-27,1.0120799541473389,1.01488995552063,1.0010700225830078,1.008239984512329,712963,USDC,,-0.33511002846042803,-0.2500044707523382,,
2018-10-28,1.0066200494766235,1.0149600505828855,1.0027300119400024,1.0110700130462646,282707,USDC,,0.28068997236847526,-0.6034759167025499,,
2018-10-29,1.010830044746399,1.0190000534057615,1.0055299997329712,1.008370041847229,1983680,USDC,,-0.2670409728502299,6.016734640458142,,
2018-10-30,1.0064300298690796,1.0108599662780762,1.0030100345611572,1.004680037498474,715882,USDC,,-0.36593752249872713,-0.6391141716405873,,
2018-10-31,1.0067299604415894,1.0087300539016724,0.9940329790115356,0.9963859915733336,1279360,USDC,,-0.8255410295392562,0.7871101662005751,,
2018-11-01,0.996412992477417,1.018399953842163,0.9911670088768004,0.992501974105835,1800480,USDC,,-0.3898105252730044,0.4073286643321661,,
2018-11-02,0.9928969740867616,1.0080100297927856,0.9882130026817322,0.9999690055847168,2042390,USDC,,0.7523442445148909,0.13435861548031647,,
2018-11-03,1.0002800226211548,1.0082999467849731,0.9978100061416626,1.003790020942688,1402480,USDC,,0.3821133791778841,-0.313314303340694,,
2018-11-04,1.0040099620819092,1.0080900192260742,0.9827460050582886,0.997668981552124,2144200,USDC,,-0.6097928115299966,0.5288631566938566,,
2018-11-05,0.9969969987869264,1.007449984550476,0.9967020153999328,0.9987480044364928,1287400,USDC,,0.10815439833462559,-0.39958959052327203,,
2018-11-06,1.0024900436401367,1.0050599575042725,0.9971100091934204,1.0005199909210205,2241070,USDC,1.00793346563975,0.17742077848030835,0.7407720988037907,,
2018-11-07,1.0014400482177734,1.0116100311279297,0.997180998325348,1.0042999982833862,2589880,USDC,1.0080031315485636,0.3778042814402971,0.15564440200439966,0.008192966600737428,0.5083365384806594
2018-11-08,1.0038299560546875,1.0072100162506104,0.9986249804496764,1.0038399696350098,3423190,USDC,1.007902463277181,-0.04580589954822356,0.3217562203654223,-0.00879970614531674,0.501043455882147
2018-11-09,1.0040700435638428,1.0136100053787231,1.0019400119781494,1.008039951324463,3478250,USDC,1.0078497966130575,0.4183915580667996,0.016084412492441302,-0.003990418463483136,0.5045329262426781
2018-11-10,1.0071099996566772,1.029729962348938,0.9958540201187134,1.0109599828720093,2497760,USDC,1.0078891277313233,0.28967418838010683,-0.2818917559117372,0.005136812432384359,0.507373103443022
2018-11-11,1.0126399993896484,1.0199300050735474,0.996740996837616,1.0090099573135376,4726130,USDC,1.0077654600143433,-0.19288850117804568,0.8921473640381783,-0.010997688358190075,0.5056576231590523
2018-11-12,1.0085599422454834,1.0151400566101074,1.000599980354309,1.013200044631958,6446540,USDC,1.0079577962557476,0.41526719216691266,0.3640208796626416,0.020256509577410986,0.5019240976567152
2018-11-13,1.0082600116729736,1.02223002910614,0.9994770288467408,1.01282000541687,6483310,USDC,1.0078414638837179,-0.03750880362684006,0.0057038349254019405,-0.010375542621066103,0.47486601963257463
2018-11-14,1.0176299810409546,1.0433399677276611,0.9990770220756532,1.023069977760315,24013300,USDC,1.0077171285947164,1.0120230928126528,2.703864229845557,-0.011047149380793245,0.4733525291825629
2018-11-15,1.0206700563430786,1.061390042304993,1.0078500509262085,1.0183099508285522,18776600,USDC,1.0076131264368693,-0.4652689488731987,-0.2180749834466733,-0.009123246287563816,0.4713129446199939
2018-11-16,1.0171200037002563,1.0394099950790403,1.0061800479888916,1.030269980430603,9247040,USDC,1.0082157929738362,1.1744979603036887,-0.507523193762449,0.0601805912000967,0.4876721626312478
2018-11-17,1.0334399938583374,1.039330005645752,1.006160020828247,1.009119987487793,5537380,USDC,1.008023460706075,-2.0528592839296755,-0.40117269958819257,-0.01713956814701249,0.6197835064319526
2018-11-18,1.009619951248169,1.0146299600601196,1.0011800527572632,1.0118800401687622,5735460,USDC,1.0081867973009746,0.2735108525439456,0.035771429809765554,0.017957331802429533,0.6047599995776569
2018-11-19,1.012030005455017,1.0521700382232666,1.0013099908828735,1.0201900005340576,27873100,USDC,1.0086454629898072,0.8212396761882346,3.8597845682822305,0.04715232334637257,0.6220303553582734
2018-11-20,1.0158799886703491,1.0566999912261963,1.0072200298309326,1.019950032234192,43293600,USDC,1.0088804642359415,-0.02352192236153572,0.5532395033204056,0.02493949691272405,0.6118387388881211
2018-11-21,1.0241199731826782,1.0320500135421753,1.0089199542999268,1.0144100189208984,20164000,USDC,1.0090507984161377,-0.5431651687051842,-0.5342498660310069,0.018681167231059392,0.6168035171730307
2018-11-22,1.012850046157837,1.0225600004196167,1.006160020828247,1.0194799900054932,11556600,USDC,1.009347132841746,0.4997950522992678,-0.42686966871652454,0.03108074361184839,0.6227829714757808
2018-11-23,1.016129970550537,1.0278300046920776,1.00832998752594,1.020609974861145,17717500,USDC,1.0097001314163208,0.11083933639990384,0.5331066230552239,0.03665527890701551,0.6227214221903173
2018-11-24,1.0171799659729004,1.039690017700195,1.01104998588562,1.0229599475860596,19409700,USDC,1.0101997971534729,0.23025178891027398,0.0955100888951601,0.05109602012991229,0.6219956810353431
2018-11-25,1.0268700122833252,1.0401300191879272,0.9902650117874146,1.0259599685668943,23476200,USDC,1.010677460829417,0.2932686649085303,0.2095086477379866,0.048767833297415075,0.6209172796717491
2018-11-26,1.0183099508285522,1.0588099956512451,1.0155099630355835,1.037410020828247,29734800,USDC,1.0116497953732808,1.1160330434087706,0.266593400976308,0.09713926902638836,0.6459985246002631
2018-11-27,1.032420039176941,1.037999987602234,0.995527982711792,1.0120999813079834,13622700,USDC,1.0116841276486714,-2.4397334720226316,-0.5418600427781589,0.006458487546684803,0.7934527567682923
2018-11-28,1.0087100267410278,1.0258500576019287,1.0037200450897217,1.011639952659607,23327400,USDC,1.0117931246757508,-0.04545288576943696,0.7123918166002334,0.013844757116044567,0.7918487134759177
2018-11-29,1.0116759538650513,1.0206040143966677,1.0039199590682983,1.0145970582962036,18025473,USDC,1.012123692035675,0.29230811108462706,-0.22728323773759618,0.03578627823548971,0.7900801250308359
2018-11-30,1.013566970825195,1.0204490423202517,1.004065990447998,1.010396957397461,14143221,USDC,1.0125907242298127,-0.4139673838396307,-0.21537587390910629,0.049505399758810555,0.7780904723493418
2018-12-01,1.0128179788589478,1.0253429412841797,1.0001939535140991,1.0081969499588013,14198649,USDC,1.0131138900915782,-0.21773694215453387,0.003919050688665715,0.05524118586275958,0.7753698054681925
2018-12-02,1.0082550048828125,1.0317920446395874,0.9932870268821716,1.0127710103988647,10761895,USDC,1.013540623585383,0.4536871927901087,-0.2420479582247579,0.04528595080526684,0.7679930196033437
2018-12-03,1.01111900806427,1.01658296585083,1.000216007232666,1.0097490549087524,12188098,USDC,1.0137392580509186,-0.29838487269913117,0.13252340781990535,0.022602675742699658,0.7677509935771325
2018-12-04,1.0090279579162598,1.0164270401000977,1.0035400390625,1.0127949714660645,12556999,USDC,1.0142434577147166,0.3016508450792488,0.030267314883749785,0.05298413096300784,0.7598561320242244
2018-12-05,1.0114550590515137,1.018597960472107,1.0048919916152954,1.0136330127716064,14257800,USDC,1.0147396246592204,0.08274540545247788,0.13544645500091224,0.05213716453360292,0.759806675828272
2018-12-06,1.010985016822815,1.0216690301895142,1.0021320581436155,1.018265962600708,21637768,USDC,1.0153311570485433,0.4570638259337567,0.5176091683148873,0.061458599448717864,0.7631048713821053
2018-12-07,1.0179309844970703,1.0250600576400757,1.0023809671401978,1.011307954788208,29947363,USDC,1.015564755598704,-0.6833192965351453,0.38403198518442383,0.026087813516203113,0.7724709356432415
2018-12-08,1.0112979412078855,1.027575969696045,1.0065699815750122,1.0221829414367676,17724714,USDC,1.0161761879920959,1.0753387825211957,-0.4081377382041952,0.06345930291851709,0.7956452399840304
2018-12-09,1.0187989473342896,1.0327739715576172,1.0139169692993164,1.018252968788147,14831259,USDC,1.016516621907552,-0.384468619980749,-0.1632441008639124,0.036697296983598804,0.7967967217701591
2018-12-10,1.018170952796936,1.0291199684143066,1.014796018600464,1.0246930122375488,12987868,USDC,1.01697438955307,0.6324600710043926,-0.12429093174085892,0.048123493071074996,0.8029833316323856
2018-12-11,1.025233030319214,1.0373409986495972,1.0172289609909058,1.020336031913757,12104531,USDC,1.0173519253730774,-0.425198598190657,-0.06801247133093746,0.04037982317065462,0.8065001610514102
2018-12-12,1.021955966949463,1.0428650379180908,0.9897599816322328,1.0227700471878052,10392693,USDC,1.0176709254582723,0.2385503596773697,-0.1414212578744274,0.03448926208766986,0.8043100029456137
2018-12-13,1.0367710590362549,1.0367710590362549,0.982985019683838,1.015913009643555,8569160,USDC,1.0177740255991619,-0.6704378528784916,-0.17546299116119368,0.013391627112614804,0.8145002287041546
2018-12-14,1.0152339935302734,1.0284299850463867,1.012029051780701,1.017292022705078,11571584,USDC,1.0175814270973205,0.1357412542641656,0.35037553272432764,-0.0158177675056681,0.7928781490757842
2018-12-15,1.0183930397033691,1.0214649438858032,0.9951210021972656,0.9979400038719176,8595919,USDC,1.0169024288654327,-1.9023071449731255,-0.25715278046635626,-0.06371904070899899,0.8614145717205666
2018-12-16,1.0048409700393677,1.041059970855713,0.9980090260505676,1.0119609832763672,9383751,USDC,1.0162921289602915,1.404992218976031,0.09165186409969661,-0.056035898753254244,0.873778504432146
2018-12-17,1.027451992034912,1.0339690446853638,0.9980679750442504,1.0142329931259155,18392475,USDC,1.0164625624815622,0.22451555811888735,0.960034425465893,0.01987659598169785,0.789144050747648
2018-12-18,1.0141949653625488,1.0205849409103394,1.000012993812561,1.0098539590835571,24572396,USDC,1.0163950264453887,-0.43175819284502204,0.33600268588104654,-0.0036323721979344046,0.7918282021724141
2018-12-19,1.0090529918670654,1.020859956741333,1.0020780563354492,1.0192300081253052,46352135,USDC,1.0163630266984305,0.9284559373571977,0.8863498292962559,-5.849682563563441e-05,0.7959110306794083
2018-12-20,1.0212349891662598,1.0244179964065552,1.0067739486694336,1.015118956565857,58976758,USDC,1.0162019908428193,-0.40334875608791787,0.2723633549997211,-0.012719391283181706,0.7993109154546073
2018-12-21,1.0164159536361694,1.024196982383728,1.006100058555603,1.0154269933700562,46603504,USDC,1.0162358899911246,0.0303448972366116,-0.2097988160013814,0.006397610914878153,0.793020377708157
2018-12-22,1.0124419927597046,1.019031047821045,0.9970870018005372,1.0106680393218994,26222950,USDC,1.0159421583016714,-0.4686653082130898,-0.4373180608908721,-0.025884401102200433,0.7919538944547835
2018-12-23,1.0080209970474243,1.0177509784698486,1.005426049232483,1.0107189416885376,23629168,USDC,1.0156124571959178,0.005036507009004154,-0.09891267000852311,-0.02941116208189709,0.7915595200177783
2018-12-24,1.0107489824295044,1.0214279890060425,0.9984279870986938,1.0115710496902466,43621601,USDC,1.0152328272660573,0.0843071170987919,0.8460912800653837,-0.03427598447561316,0.7903561995356069
2018-12-25,1.010195016860962,1.028385043144226,1.00804603099823,1.0117369890213013,27610569,USDC,1.014758727947871,0.016404120215329776,-0.3670436580262151,-0.043504802632053176,0.7880126155414324
2018-12-26,1.0132089853286743,1.0218900442123413,1.0067789554595947,1.0136239528656006,19786403,USDC,1.0139658590157827,0.1865073497139491,-0.28337576092691175,-0.07448899242188056,0.7585723787129147
2018-12-27,1.0155980587005615,1.0338820219039917,1.0115790367126465,1.0174800157546997,23019282,USDC,1.0141451934973398,0.38042341819151115,0.16338891914816456,0.019516237251924196,0.6168603462223856
2018-12-28,1.0173900127410889,1.0185270309448242,0.9785829782485962,1.0112099647521973,28974098,USDC,1.014130860567093,-0.6162333319000624,0.25868817281095047,0.000490222380903349,0.6276414737065962
2018-12-29,1.010882019996643,1.0402580499649048,1.0025290250778198,1.0216649770736694,22783697,USDC,1.0143664578596752,1.0339111248804045,-0.21365293235358007,0.025210322840762595,0.653598773543094
2018-12-30,1.019605040550232,1.0254729986190796,1.0096499919891355,1.0131690502166748,18537225,USDC,1.014458860953649,-0.8315765977736977,-0.1863820432654103,0.01129001570962703,0.6675726195110956
2018-12-31,1.0123980045318604,1.0257649421691897,1.005236029624939,1.016564965248108,20975704,USDC,1.0147377947966258,0.3351775333747975,0.13154498583256125,0.029720498227271408,0.6686631584195869
2019-01-01,1.0189460515975952,1.02223002910614,1.0086770057678225,1.0133010149002075,17007853,USDC,1.0147554616133372,-0.32107641513140495,-0.1891641396160053,0.0038950446298876193,0.6666825811982116
2019-01-02,1.0142619609832764,1.0202640295028689,1.009168028831482,1.0181729793548584,18125812,USDC,1.015036259094874,0.48080130020700107,0.06573192983264842,0.029867917060092026,0.6696713806358764
2019-01-03,1.014457941055298,1.022562026977539,1.0099539756774902,1.0135769844055176,15279811,USDC,1.0150623261928557,-0.45139627966290785,-0.15701371061335068,0.004766346235353473,0.6732366388443002
2019-01-04,1.0152469873428345,1.0176349878311155,1.0010579824447632,1.0081599950790403,17203036,USDC,1.0148798922697704,-0.5344428109379851,0.1258670673347988,-0.015806594310995292,0.6801660038146428
2019-01-05,1.006732940673828,1.016118049621582,1.0024529695510864,1.0110100507736206,15428171,USDC,1.0146380285422008,0.28269874905686443,-0.10317161459174995,-0.021618763540225034,0.6767221595601407
2019-01-06,1.0107500553131104,1.0152889490127563,0.9891690015792848,1.0101079940795898,18503989,USDC,1.0145980298519135,-0.08922331616194601,0.19936374830172676,-0.0018155641944517242,0.6652868537393072
2019-01-07,1.0095089673995972,1.012168049812317,1.0016289949417114,1.0053579807281494,18697630,USDC,1.014037197828293,-0.47024807043217765,0.010464824638622527,-0.05333512595956417,0.6382932766615745
2019-01-08,1.0060540437698364,1.0166269540786743,1.0040160417556765,1.0079180002212524,23189996,USDC,1.013692698876063,0.254637605925101,0.24026392649763628,-0.03203158509603584,0.6375252122406426
2019-01-09,1.0066139698028564,1.011260986328125,1.0007630586624146,1.0022640228271484,23000567,USDC,1.0129450658957164,-0.5609560889737963,-0.008168565445203169,-0.07181212376197547,0.6318405168457845
2019-01-10,1.0028419494628906,1.0347930192947388,1.0019500255584717,1.01310396194458,51534670,USDC,1.0127039968967437,1.0815452685665417,1.2405825908552601,-0.021587328203402183,0.6619492139747836
2019-01-11,1.016942024230957,1.0170069932937622,1.0077049732208252,1.014734983444214,25279715,USDC,1.0124361614386241,0.16099251023591332,-0.5094619796731017,-0.024172589851450727,0.6610490452874517
2019-01-12,1.0147809982299805,1.0174939632415771,1.007727026939392,1.0106910467147827,12617410,USDC,1.012262096007665,-0.3985214657432512,-0.5008879649157437,-0.01510871028027605,0.6537056978141988
2019-01-13,1.0109349489212036,1.0262680053710938,1.008317947387695,1.0111089944839478,16808894,USDC,1.0120559950669608,0.04135267355178662,0.3321984464323502,-0.018254996304022015,0.653181556950724
2019-01-14,1.0110119581222534,1.0166349411010742,0.998744010925293,1.007591962814331,25825886,USDC,1.0123777270317078,-0.34783902514997633,0.5364417194849347,0.033560607690082955,0.5524605048303276
2019-01-15,1.007457971572876,1.0179569721221924,1.0065100193023682,1.0120689868927002,26459207,USDC,1.0123813271522522,0.4443290779994058,0.02452272111787379,0.0015385029908621117,0.49509000535287156
2019-01-16,1.0132399797439575,1.0177290439605713,1.0079829692840576,1.0123629570007324,25957206,USDC,1.012318992614746,0.029046449583924883,-0.018972639656207435,-0.004977133960303304,0.4933374589213653
2019-01-17,1.010017991065979,1.0448919534683228,1.0095700025558472,1.0303529500961304,41708422,USDC,1.0130022923151651,1.7770299644996657,0.6068147704340752,0.06864913795118628,0.5839478009308154
2019-01-18,1.029060959815979,1.0354520082473757,1.0098299980163574,1.0131150484085083,18899249,USDC,1.0127984603246054,-1.6730093979945182,-0.5468721161399969,-0.01806637322720424,0.6421240432133182
2019-01-19,1.0098769664764404,1.0147759914398191,1.0026099681854248,1.01141095161438,15830400,USDC,1.012674860159556,-0.16820368000703967,-0.162379415182053,-0.010228204024508303,0.6386848261846432
2019-01-20,1.0122870206832886,1.0286190509796145,1.0104750394821167,1.0166690349578855,14934092,USDC,1.012716261545817,0.5198760538545288,-0.056619415807560136,0.006089501196088938,0.6459691257520798
2019-01-21,1.0154449939727783,1.022765040397644,1.0066859722137451,1.0125470161437988,12277261,USDC,1.012778894106547,-0.40544352904949843,-0.17790375203259767,0.008196893834875318,0.6444682733192089
2019-01-22,1.0130079984664917,1.0166889429092407,1.0064820051193235,1.0085409879684448,18848807,USDC,1.0127062956492106,-0.395638731978154,0.5352615701498893,-0.005158947464696621,0.6486740633615772
2019-01-23,1.0087169408798218,1.0133860111236572,1.006289005279541,1.008734941482544,14686835,USDC,1.0126117587089538,0.019231098826222315,-0.2208082453175949,-0.007328148073782274,0.6484733453319335
2019-01-24,1.0092519521713257,1.0130399465560913,1.0066490173339844,1.0102709531784058,19309437,USDC,1.012562890847524,0.15227109052100563,0.31474459950016453,-0.002799249063593079,0.6491189274485903
2019-01-25,1.0109690427780151,1.0135929584503174,1.00894296169281,1.0120500326156616,16078526,USDC,1.0125104268391927,0.1760992367105807,-0.16732290019641693,-0.003146186163705359,0.6490170325085326
2019-01-26,1.0119750499725342,1.0153299570083618,1.006314992904663,1.0124759674072266,12311593,USDC,1.0123436252276103,0.04208633741793477,-0.23428347847308884,-0.014424088856157905,0.6450494435267092
2019-01-27,1.0137159824371338,1.0193259716033936,1.0116100311279297,1.013942003250122,17334193,USDC,1.0124346931775412,0.14479710038448612,0.40795695569208634,0.010943592219993711,0.6354592745306638
2019-01-28,1.0146559476852417,1.0191199779510498,1.0109570026397705,1.0118019580841064,34421448,USDC,1.012105925877889,-0.21106189103082817,0.9857542834558264,-0.030555508310380713,0.6063345155990495
2019-01-29,1.0117939710617063,1.017393946647644,1.0100760459899902,1.014050006866455,26620698,USDC,1.0121352910995483,0.2221826874703181,-0.22662469051272915,0.00456980119775315,0.5885936771953363
2019-01-30,1.013843059539795,1.0165120363235474,1.0098799467086792,1.013232946395874,28233801,USDC,1.0120242238044739,-0.08057398205695288,0.060595819087839065,-0.009288582649971863,0.5854270276196877
2019-01-31,1.0131620168685913,1.0157690048217771,1.0007580518722534,1.0124850273132324,30016994,USDC,1.0119970242182414,-0.0738151167805956,0.06315809196218392,-0.0010465393716115508,0.5826199275141859
2019-02-01,1.0117650032043457,1.031891942024231,1.0078200101852417,1.0158439874649048,26896947,USDC,1.0119193911552429,0.33175405670795577,-0.10394268659946426,-0.006014780821579728,0.5789935325621047
2019-02-02,1.014754056930542,1.0183639526367188,1.0110249519348145,1.018337965011597,23207115,USDC,1.012078090508779,0.24550793010214012,-0.13718404546062424,0.017215359503921873,0.5744707196322062
2019-02-03,1.015589952468872,1.0168999433517456,1.0066410303115845,1.0142439603805542,26365349,USDC,1.0122808893521626,-0.402028086127193,0.13608903993452004,0.02162918366428161,0.5705815393422018
2019-02-04,1.013759970664978,1.016734957695007,1.0092849731445312,1.0114250183105469,24242526,USDC,1.0122947216033935,-0.27793530749244955,-0.08051564195110783,0.002941381779304475,0.5709169891443043
2019-02-05,1.0115679502487185,1.014165997505188,1.0058000087738037,1.0087289810180664,19011789,USDC,1.0122487545013428,-0.2665582958372825,-0.21576699556803614,-0.0029697842098734086,0.5728190282460772
2019-02-06,1.0088770389556885,1.017233967781067,1.007526993751526,1.0130510330200195,27032564,USDC,1.0125051895777384,0.42846513615490966,0.42188428453524285,0.026987322676362835,0.5710363168790261
2019-02-07,1.0136489868164062,1.024724006652832,1.008752942085266,1.0110479593276978,15429983,USDC,1.0126095215479534,-0.19772682984690038,-0.4292075661043473,0.011908508150629457,0.5707902102712705
2019-02-08,1.0113919973373413,1.0243350267410278,1.0082190036773682,1.0173120498657229,31291520,USDC,1.013111122449239,0.6195641344442615,1.027968533730724,0.05125918226456472,0.5706275948170864
2019-02-09,1.017204999923706,1.0186229944229126,1.0082420110702517,1.011700987815857,21523062,USDC,1.0130643566449484,-0.5515576121020604,-0.31217588662998796,-0.0031775804243886854,0.5463312605388363
2019-02-10,1.0119489431381226,1.020550012588501,1.0102410316467283,1.0143890380859375,19451268,USDC,1.0130528251330058,0.2656961199458463,-0.09625925902178789,0.00031253989927574705,0.54774878966812
2019-02-11,1.0157010555267334,1.0196360349655151,1.0117230415344238,1.013288974761963,19063318,USDC,1.0131394227345785,-0.10844590020908651,-0.019944715172296235,0.009981725417081236,0.5430053152938691
2019-02-12,1.012431025505066,1.0195930004119873,1.0113790035247805,1.017773985862732,28682063,USDC,1.0133615891138712,0.44261915529304474,0.5045682498712973,0.023357274808456507,0.5487167553477529
2019-02-13,1.0184119939804075,1.019184947013855,1.0088239908218384,1.011628031730652,27483515,USDC,1.0134961247444152,-0.6038623719459846,-0.041787370734106544,0.014823163248589566,0.5566229798975262
2019-02-14,1.010975956916809,1.015570044517517,1.0090539455413818,1.011428952217102,27582140,USDC,1.0134747902552286,-0.0196791219011061,0.003588514787864705,-0.000643776748094164,0.5506918344898107
2019-02-15,1.0119739770889282,1.0165460109710691,1.0034739971160889,1.011823058128357,35775279,USDC,1.0134567936261496,0.03896525904176773,0.29704508062101054,-0.0003131497661660691,0.5507132518580308
2019-02-16,1.011505961418152,1.0156489610671997,1.0069940090179443,1.0132390260696411,44255529,USDC,1.0128863294919332,0.1399422487863955,0.23704217652642212,-0.054882740289941744,0.43812513218400706
2019-02-17,1.0144250392913818,1.0265480279922483,1.0083019733428955,1.0237890481948853,45168007,USDC,1.0132421294848124,1.0412175068076124,0.020618395500367814,0.03559148987012928,0.366915831450802
2019-02-18,1.023102045059204,1.0309410095214844,1.0015289783477783,1.01289701461792,51464756,USDC,1.0132916649182637,-1.0638943243405308,0.1394072800245536,0.005735135059012908,0.41708281326104824
2019-02-19,1.013003945350647,1.0196690559387207,1.003322958946228,1.0040689706802368,49393554,USDC,1.0128716627756755,-0.8715638224102373,-0.040245056247813604,-0.04064619414981263,0.4349221042358867
2019-02-20,1.0040500164031982,1.020462989807129,0.998658001422882,1.015740990638733,41527390,USDC,1.0129781285921733,1.1624719316431609,-0.15925486957265722,0.011617654539942679,0.48130679507235685
2019-02-21,1.0152859687805176,1.016394019126892,1.0051300525665283,1.012017011642456,35317064,USDC,1.0130939960479737,-0.36662683012674835,-0.14954770815117446,0.012584717934989534,0.4804887514552089
2019-02-22,1.009835958480835,1.0194250345230105,1.0054609775543213,1.015738010406494,32159403,USDC,1.013327431678772,0.3676814442080234,-0.08940893274707096,0.02419972944771624,0.4848467949929179
2019-02-23,1.0140659809112549,1.0377579927444458,1.0072009563446045,1.0121450424194336,36243964,USDC,1.0133899013201395,-0.3537297955033103,0.1270098515199427,0.007333033246905707,0.48902118679554807
2019-02-24,1.0132390260696411,1.0289119482040403,0.9989500045776368,1.0071810483932495,51756152,USDC,1.013227601846059,-0.49044295216010836,0.42799369296360634,-0.014885039715450596,0.4961784832561359
2019-02-25,1.004343032836914,1.022758960723877,1.004343032836914,1.0175859928131104,52796841,USDC,1.0133979360262553,1.0330758741399881,0.020107541998099165,0.018147944841951185,0.5318101984224483
2019-02-26,1.0162299871444702,1.0215189456939695,1.01117205619812,1.01117205619812,42569527,USDC,1.0133056044578552,-0.6303090510571208,-0.19371071841211107,-0.007688926872769046,0.5441307739609305
2019-02-27,1.0126750469207764,1.0217570066452026,1.0082850456237793,1.01596200466156,38328217,USDC,1.0134442726771036,0.47370261411789905,-0.09963253761311464,0.015136556632188528,0.5496399400810967
2019-02-28,1.0151920318603516,1.0199190378189087,1.010602951049805,1.013672947883606,31630079,USDC,1.0134317040443421,-0.2253092898603648,-0.17475735957140925,0.00022015738783243144,0.5498993319798968
2019-03-01,1.0131169557571411,1.0237239599227903,1.010856032371521,1.010856032371521,21097111,USDC,1.0133524735768635,-0.27789194907156256,-0.3330047958463841,-0.006357108179321225,0.5520747644947663
2019-03-02,1.01009202003479,1.0201170444488523,1.0080779790878296,1.0099849700927734,18482080,USDC,1.0132691383361816,-0.08617075536503371,-0.12395208993307183,-0.006768962798802495,0.5521314301552263
2019-03-03,1.008705973625183,1.0148539543151855,1.006930947303772,1.0119750499725342,17429846,USDC,1.0131401737531027,0.19704054403679727,-0.05693266125890595,-0.011259413221174444,0.5498263025024869
2019-03-04,1.0103139877319336,1.0174909830093384,1.0103139877319336,1.015483021736145,23960578,USDC,1.0130450089772542,0.3466460723222431,0.3746867298770167,-0.007888141813837679,0.551761624837019
2019-03-05,1.0157270431518557,1.0168449878692627,1.0106120109558103,1.0168449878692627,32016571,USDC,1.0131317098935446,0.13412002997246208,0.3362186421379316,0.009983462056150824,0.5472194298276171
2019-03-06,1.0175540447235107,1.0207539796829224,1.0118509531021118,1.013903021812439,24347412,USDC,1.0132143100102742,-0.28932296386575684,-0.2395371759205569,0.009603873510373914,0.5474299458617845
2019-03-07,1.013458013534546,1.0177639722824097,1.011247992515564,1.0134849548339844,24225454,USDC,1.0133728424708048,-0.04123342858839418,-0.00500907447575949,0.01711470241867019,0.5450508781737099
2019-03-08,1.0144449472427368,1.0214509963989258,1.0105819702148438,1.014518976211548,27535813,USDC,1.0134217739105225,0.10202631747335822,0.1366479654003594,0.006233408462618477,0.5397886578905611
